"","timestamp","receiver","posX","posY","orientation","ap_mac","rssi","frequency","mode","ap_x","ap_y"
"38702",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-73,"2432000000","3",12.8,-2.8
"38705",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"38706",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38707",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,"2437000000","3",2.5,-0.8
"38708",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,"2462000000","3",7.5,6.3
"38709",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38710",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-79,"2427000000","3",1,14
"38714",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,"2442000000","3",33.5,9.3
"38715",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38716",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,"2462000000","3",7.5,6.3
"38717",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38719",2006-02-23 18:35:54,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,"2432000000","3",12.8,-2.8
"38721",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-47,"2442000000","3",33.5,9.3
"38722",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,"2437000000","3",2.5,-0.8
"38723",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,"2462000000","3",7.5,6.3
"38724",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-73,"2432000000","3",12.8,-2.8
"38725",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-81,"2427000000","3",1,14
"38728",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38729",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,"2462000000","3",7.5,6.3
"38730",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-73,"2432000000","3",12.8,-2.8
"38734",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"38735",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,"2462000000","3",7.5,6.3
"38736",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,"2432000000","3",12.8,-2.8
"38737",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38738",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38742",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-39,"2442000000","3",33.5,9.3
"38743",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38744",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,"2462000000","3",7.5,6.3
"38745",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,"2437000000","3",2.5,-0.8
"38746",2006-02-23 18:35:55,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38750",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"38751",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38752",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,"2462000000","3",7.5,6.3
"38753",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,"2437000000","3",2.5,-0.8
"38754",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"38758",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38759",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,"2442000000","3",33.5,9.3
"38760",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"38763",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,"2442000000","3",33.5,9.3
"38764",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38765",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-59,"2462000000","3",7.5,6.3
"38766",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-64,"2432000000","3",12.8,-2.8
"38767",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-78,"2427000000","3",1,14
"38768",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-78,"2427000000","3",1,14
"38772",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38773",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-65,"2432000000","3",12.8,-2.8
"38774",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"38775",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38776",2006-02-23 18:35:56,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38780",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38781",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,"2462000000","3",7.5,6.3
"38782",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38783",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,"2437000000","3",2.5,-0.8
"38784",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-71,"2432000000","3",12.8,-2.8
"38787",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38788",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"38789",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38790",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-65,"2432000000","3",12.8,-2.8
"38791",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,"2442000000","3",33.5,9.3
"38792",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-66,"2432000000","3",12.8,-2.8
"38796",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,"2442000000","3",33.5,9.3
"38797",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38798",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-59,"2462000000","3",7.5,6.3
"38799",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-71,"2432000000","3",12.8,-2.8
"38800",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"38804",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"38805",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38806",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-59,"2462000000","3",7.5,6.3
"38807",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"38808",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38809",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38810",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-71,"2432000000","3",12.8,-2.8
"38812",2006-02-23 18:35:57,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-80,"2427000000","3",1,14
"38814",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-51,"2442000000","3",33.5,9.3
"38815",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38816",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-59,"2462000000","3",7.5,6.3
"38817",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-70,"2432000000","3",12.8,-2.8
"38818",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38822",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,"2442000000","3",33.5,9.3
"38823",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-51,"2422000000","3",33.5,2.8
"38824",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-60,"2462000000","3",7.5,6.3
"38825",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38826",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-70,"2432000000","3",12.8,-2.8
"38827",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-79,"2427000000","3",1,14
"38830",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-43,"2442000000","3",33.5,9.3
"38831",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,"2462000000","3",7.5,6.3
"38832",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"38833",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38837",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38838",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,"2462000000","3",7.5,6.3
"38839",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-67,"2432000000","3",12.8,-2.8
"38840",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38841",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38842",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-70,"2432000000","3",12.8,-2.8
"38843",2006-02-23 18:35:58,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38847",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-44,"2442000000","3",33.5,9.3
"38848",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38849",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38850",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-59,"2462000000","3",7.5,6.3
"38851",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-70,"2432000000","3",12.8,-2.8
"38852",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38856",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"38857",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38858",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,"2462000000","3",7.5,6.3
"38859",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38863",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,"2442000000","3",33.5,9.3
"38864",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38865",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,"2462000000","3",7.5,6.3
"38866",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-67,"2432000000","3",12.8,-2.8
"38867",2006-02-23 18:35:59,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-75,"2427000000","3",1,14
"38871",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-66,"2432000000","3",12.8,-2.8
"38872",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"38873",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38874",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38875",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38876",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-59,"2462000000","3",7.5,6.3
"38877",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-70,"2432000000","3",12.8,-2.8
"38878",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38881",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,"2442000000","3",33.5,9.3
"38882",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"38883",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-66,"2432000000","3",12.8,-2.8
"38884",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"38888",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,"2442000000","3",33.5,9.3
"38889",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38890",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38891",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38892",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"38893",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-75,"2427000000","3",1,14
"38894",2006-02-23 18:36:00,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38898",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,"2442000000","3",33.5,9.3
"38899",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38900",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"38901",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-71,"2432000000","3",12.8,-2.8
"38902",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-74,"2427000000","3",1,14
"38905",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-42,"2442000000","3",33.5,9.3
"38906",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38907",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,"2462000000","3",7.5,6.3
"38908",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-66,"2432000000","3",12.8,-2.8
"38909",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-75,"2427000000","3",1,14
"38912",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38913",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,"2442000000","3",33.5,9.3
"38914",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-58,"2462000000","3",7.5,6.3
"38915",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38916",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-64,"2437000000","3",2.5,-0.8
"38917",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-72,"2432000000","3",12.8,-2.8
"38918",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"38921",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,"2442000000","3",33.5,9.3
"38922",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,"2462000000","3",7.5,6.3
"38923",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:3b:c7:c6",-66,"2432000000","3",12.8,-2.8
"38924",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38925",2006-02-23 18:36:01,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"38928",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-41,"2442000000","3",33.5,9.3
"38929",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-52,"2422000000","3",33.5,2.8
"38930",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-57,"2462000000","3",7.5,6.3
"38931",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"38932",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38934",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8d",-48,"2442000000","3",33.5,9.3
"38935",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:81",-53,"2422000000","3",33.5,2.8
"38936",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"38937",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:8a",-63,"2437000000","3",2.5,-0.8
"38938",2006-02-23 18:36:02,"00:02:2D:21:0F:33",25.76,7.34,122.7,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"38941",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:8d",-41,"2442000000","3",33.5,9.3
"38942",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:81",-50,"2422000000","3",33.5,2.8
"38943",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"38944",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"38945",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:3b:c7:c6",-70,"2432000000","3",12.8,-2.8
"38949",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:8d",-41,"2442000000","3",33.5,9.3
"38950",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:8d",-41,"2442000000","3",33.5,9.3
"38951",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:81",-49,"2422000000","3",33.5,2.8
"38952",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"38953",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:8a",-67,"2437000000","3",2.5,-0.8
"38954",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:8a",-68,"2437000000","3",2.5,-0.8
"38955",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"38956",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:3b:c7:c6",-74,"2432000000","3",12.8,-2.8
"38959",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:81",-48,"2422000000","3",33.5,2.8
"38960",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:8d",-56,"2442000000","3",33.5,9.3
"38961",2006-02-23 18:38:00,"00:02:2D:21:0F:33",26.71,7.5,96,"00:14:bf:b1:97:8d",-57,"2442000000","3",33.5,9.3
